Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OX605368,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,2023-05-14T00:00:00Z,B.45,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29779,complete,United Kingdom:Scotland,United Kingdom,,,,2020-04-01
OX605380,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,2023-05-14T00:00:00Z,A.2.3,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29782,complete,,,,,,
OX605389,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,2023-05-14T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29782,complete,,,,,,
OX605407,Severe acute respiratory syndrome coronavirus 2,,"WoSSVC, New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade - Level 5, Glasgow G31 2ER, Scotland, United Kingdom / MRC-UoG CVR, Sir Michael Stoker Building, Garscube Campus, 464 Bearsden Road, Glasgow G61 1QH, Scotland",United Kingdom,2023-05-14T00:00:00Z,B.33,4.3/1.21/v0.1.12/0.3.18,,,Severe acute respiratory syndrome-related coronavirus,29782,complete,,,,,,
ON115269,Severe acute respiratory syndrome coronavirus 2,"Barroso-Arevalo,S., Sanchez-Morales,L., Sanchez-Vizcaino,J.M.","Complutense University of Madrid, Animal Health",Spain,2023-04-23T00:00:00Z,BA.1.17,4.3/1.21/v0.1.12/0.3.18,,Omicron,Severe acute respiratory syndrome-related coronavirus,29827,complete,Spain,Spain,,Canis lupus familiaris,,2022-01-01
OQ737674,Severe acute respiratory syndrome coronavirus 2,"Georgia,S.M., Johnson,R.","NIAID, LVD-SVG",USA,2023-04-04T00:00:00Z,BA.5.5,4.3/1.21/v0.1.12/0.3.18,,COR-22,Severe acute respiratory syndrome-related coronavirus,29820,complete,USA,USA,,,,2022-10
OQ437913,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-0716,Severe acute respiratory syndrome-related coronavirus,29800,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2022-01-20
OQ437914,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25.1,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2184,Severe acute respiratory syndrome-related coronavirus,29799,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437916,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2307,Severe acute respiratory syndrome-related coronavirus,29804,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437917,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2088,Severe acute respiratory syndrome-related coronavirus,29778,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437919,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2084,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437920,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1099,Severe acute respiratory syndrome-related coronavirus,29801,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-14
OQ437926,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1419,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-13
OQ437936,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1206,Severe acute respiratory syndrome-related coronavirus,29807,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-13
OQ437937,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2083,Severe acute respiratory syndrome-related coronavirus,29801,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437940,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.44,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1842,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437941,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.3,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2169,Severe acute respiratory syndrome-related coronavirus,29809,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437942,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2125,Severe acute respiratory syndrome-related coronavirus,29775,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-29
OQ437943,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.75,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1744,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437945,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,B.1.1.7,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2077,Severe acute respiratory syndrome-related coronavirus,29801,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437947,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2011,Severe acute respiratory syndrome-related coronavirus,29804,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-30
OQ437956,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1111,Severe acute respiratory syndrome-related coronavirus,29816,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-22
OQ437967,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1710,Severe acute respiratory syndrome-related coronavirus,29800,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437972,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.103,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-2070,Severe acute respiratory syndrome-related coronavirus,29781,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-12-04
OQ437977,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1950,Severe acute respiratory syndrome-related coronavirus,29804,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-29
OQ437978,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.118,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1214,Severe acute respiratory syndrome-related coronavirus,29802,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-13
OQ437980,Severe acute respiratory syndrome coronavirus 2,"Bowman,A.S., Faith,S.A., Williams,A.M., McBride,D.S., Nolting,J.M., Huey,D., Overend,S.H.","St. Jude Center of Excellence for Influenza Research and Response (CEIRR), CEIRR Influenza Data Processing and Communication Center",USA,2023-02-14T00:00:00Z,AY.25,4.3/1.21/v0.1.12/0.3.18,,OH-OSU-1106,Severe acute respiratory syndrome-related coronavirus,29805,complete,USA,USA,,Odocoileus virginianus,oronasopharynx,2021-11-15
OQ430687,Severe acute respiratory syndrome coronavirus 2,"Simas,M.C.C., Tanuri,A., Castineiras,T.M., Costa,L.J., Costa,S.M., Correa,I.A., Moura-Neto,R.S., Silva,R.","Universidade Federal do Rio de Janeiro, Instituto de Biofisica Carlos Chagas Filho",Brazil,2023-02-13T00:00:00Z,A.2,4.3/1.21/v0.1.12/0.3.18,,814,Severe acute respiratory syndrome-related coronavirus,29846,complete,Brazil: Rio de Janeiro,Brazil,,,,2020
OM966899,Severe acute respiratory syndrome coronavirus 2,"Panzera,Y., Mirazo,S., Baz,M., Techera,C., Grecco,S., Cancela,F., Fuques,E., Condon,E., Calleros,L., Camilo,N., Fregossi,A., Vaz,I., Pessina,P., Deshpande,N., Perez,R., Benech,A., Camino,N.","Facultad de Ciencias, Genetics",Uruguay,2023-01-31T00:00:00Z,P.6,4.3/1.21/v0.1.12/0.3.18,,I_1_MO,Severe acute respiratory syndrome-related coronavirus,29861,complete,Uruguay: Montevideo,Uruguay,,Canis lupus familiaris,oronasopharynx,2020-12-22
OM966900,Severe acute respiratory syndrome coronavirus 2,"Panzera,Y., Mirazo,S., Baz,M., Techera,C., Grecco,S., Cancela,F., Fuques,E., Condon,E., Calleros,L., Camilo,N., Fregossi,A., Vaz,I., Pessina,P., Deshpande,N., Perez,R., Benech,A., Camino,N.","Facultad de Ciencias, Genetics",Uruguay,2023-01-31T00:00:00Z,P.6,4.3/1.21/v0.1.12/0.3.18,,M_1_MO,Severe acute respiratory syndrome-related coronavirus,29862,complete,Uruguay: Montevideo,Uruguay,,Felis catus,oronasopharynx,2020-12-17
OQ341629,Severe acute respiratory syndrome coronavirus 2,"Rhazzar,Z., Hemlali,M., Melloul,M., Ouarab,M., Nyabi,O., Elouennass,M., El Fahime,E., Touil,N., Gala,J.-L., Ennibi,K.","The Mohammed V Military Training Hospital of Rabat, Center for Virology, Infectious and Tropical Diseases",Morocco,2023-01-27T00:00:00Z,BA.5.2.20,4.3/1.21/v0.1.12/0.3.18,,MA-07-HMIMV-P2-Jouh,Severe acute respiratory syndrome-related coronavirus,29785,complete,Morocco,Morocco,,,oronasopharynx,2022-09-02
OP809597,Severe acute respiratory syndrome coronavirus 2,"Molini,U., Coetzee,L.M., Engelbrecht,T., de Villiers,L., de Villiers,M., Mangone,I., Curini,V., Khaiseb,S., Ancora,M., Camma,C., Lorusso,A., Franzo,G., Currini,V.","University of Padua, Animal Medicine, Production and Health",Italy,2023-01-26T00:00:00Z,BA.2,4.3/1.21/v0.1.12/0.3.18,,1256,Severe acute respiratory syndrome-related coronavirus,29848,complete,Namibia,Namibia,,Canis lupus familiaris,,2022-08-02
OQ130506,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.1.1,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-391050#2022,Severe acute respiratory syndrome-related coronavirus,29717,complete,South Korea,South Korea,,,,2022-02-10
OQ130507,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.1.1,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-392491#2022,Severe acute respiratory syndrome-related coronavirus,29657,complete,South Korea,South Korea,,,,2022-02-13
OQ130508,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.1.1,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-395741#2022,Severe acute respiratory syndrome-related coronavirus,29778,complete,South Korea,South Korea,,,,2022-02-16
OQ130534,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2.3,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-412534#2022,Severe acute respiratory syndrome-related coronavirus,29630,complete,South Korea,South Korea,,,,2022-03-14
OQ130536,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2.3,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-416953#2022,Severe acute respiratory syndrome-related coronavirus,29727,complete,South Korea,South Korea,,,,2022-03-27
OQ130538,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2.3,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-419157#2022,Severe acute respiratory syndrome-related coronavirus,29727,complete,South Korea,South Korea,,,,2022-04-05
OQ130541,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2.3,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-421619#2022,Severe acute respiratory syndrome-related coronavirus,29631,complete,South Korea,South Korea,,,,2022-04-16
OQ130543,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2.56,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-429402#2022,Severe acute respiratory syndrome-related coronavirus,29693,complete,South Korea,South Korea,,,,2022-06-23
OQ130565,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.5.2,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-430101#2022,Severe acute respiratory syndrome-related coronavirus,29624,complete,South Korea,South Korea,,,,2022-06-29
OQ130566,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.2,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-430211#2022,Severe acute respiratory syndrome-related coronavirus,29726,complete,South Korea,South Korea,,,,2022-06-30
OQ130568,Severe acute respiratory syndrome coronavirus 2,"Noh,K., Back,S., Jang,M., Park,H., Jeong,S., Heo,M., Jang,S., Park,D., Ha,N., Kang,M.","Jeollabukdo Institute of Health and Environment Research, Emerging Infectious Disease",South Korea,2022-12-28T00:00:00Z,BA.5.2,4.3/1.21/v0.1.12/0.3.18,,hCoV-19#South Korea#JIHE(WGS)-431010#2022,Severe acute respiratory syndrome-related coronavirus,29624,complete,South Korea,South Korea,,,,2022-07-08
